name,state,config,summary
kickoff-Qwen2.5-1.5B-Instruct-3prob,finished,"{""lora_r"": 32, ""hf_repo"": ""MaiDang2004/ttt-sdpo-qwen15b-poc"", ""no_wandb"": false, ""max_steps"": 2, ""model_name"": ""Qwen/Qwen2.5-1.5B-Instruct"", ""output_dir"": ""outputs/05_colab_kickoff"", ""push_to_hub"": false, ""num_problems"": 3, ""wandb_project"": ""ttt-sdpo-thesis"", ""max_new_tokens"": 512, ""num_generations"": 4}","{""_runtime"": 39, ""_wandb"": {""runtime"": 39}, ""n_ok"": 0, ""solvable_count"": 0, ""useful_signal_count"": 0}"
kickoff-Qwen2.5-1.5B-Instruct-3prob,finished,"{""beta"": 0, ""bf16"": true, ""fp16"": false, ""fsdp"": [], ""seed"": 42, ""tf32"": null, ""debug"": [], ""dtype"": ""bfloat16"", ""min_p"": null, ""optim"": ""adamw_torch_fused"", ""top_k"": 0, ""top_p"": 1, ""lora_r"": 32, ""do_eval"": false, ""epsilon"": 0.2, ""hf_repo"": ""MaiDang2004/ttt-sdpo-qwen15b-poc"", ""project"": ""huggingface"", ""use_cpu"": false, ""do_train"": false, ""id2label"": {""0"": ""LABEL_0"", ""1"": ""LABEL_1""}, ""label2id"": {""LABEL_0"": 0, ""LABEL_1"": 1}, ""no_wandb"": false, ""run_name"": null, ""use_vllm"": false, ""data_seed"": null, ""deepspeed"": null, ""hub_token"": ""<HUB_TOKEN>"", ""log_level"": ""passive"", ""loss_type"": ""dapo"", ""max_steps"": 2, ""report_to"": [""wandb""], ""use_cache"": false, ""vllm_mode"": ""colocate"", ""adam_beta1"": 0.9, ""adam_beta2"": 0.999, ""do_predict"": false, ""eval_delay"": 0, ""eval_steps"": null, ""hidden_act"": ""silu"", ""local_rank"": -1, ""model_name"": ""Qwen/Qwen2.5-1.5B-Instruct"", ""model_type"": ""qwen2"", ""optim_args"": null, ""output_dir"": ""outputs/05_colab_kickoff/problem_02_abc387_a"", ""save_steps"": 500, ""vocab_size"": 151936, ""ddp_backend"": null, ""ddp_timeout"": 1800, ""fsdp_config"": {""xla"": false, ""xla_fsdp_v2"": false, ""min_num_params"": 0, ""xla_fsdp_grad_ckpt"": false}, ""hidden_size"": 1536, ""label_names"": null, ""layer_types"": [""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention""], ""logging_dir"": null, ""peft_config"": {""default"": {""r"": 32, ""bias"": ""none"", ""revision"": null, ""use_dora"": false, ""lora_bias"": false, ""peft_type"": ""LORA"", ""task_type"": ""CAUSAL_LM"", ""eva_config"": null, ""lora_alpha"": 64, ""use_bdlora"": null, ""use_qalora"": false, ""use_rslora"": false, ""arrow_config"": null, ""auto_mapping"": null, ""corda_config"": null, ""lora_dropout"": 0.05, ""peft_version"": ""0.19.1"", ""megatron_core"": ""megatron.core"", ""fan_in_fan_out"": false, ""inference_mode"": false, ""layers_pattern"": null, ""lora_ga_config"": null, ""runtime_config"": {""ephemeral_gpu_offload"": false}, ""target_modules"": [""v_proj"", ""q_proj"", ""k_proj"", ""gate_proj"", ""down_proj"", ""o_proj"", ""up_proj""], ""exclude_modules"": null, ""megatron_config"": null, ""modules_to_save"": null, ""init_lora_weights"": true, ""layer_replication"": null, ""qalora_group_size"": 16, ""target_parameters"": null, ""ensure_weight_tying"": false, ""layers_to_transform"": null, ""alora_invocation_tokens"": null, ""base_model_name_or_path"": ""Qwen/Qwen2.5-1.5B-Instruct"", ""trainable_token_indices"": null}}, ""push_to_hub"": false, ""return_dict"": true, ""temperature"": 1, ""adam_epsilon"": 1e-08, ""bos_token_id"": null, ""disable_tqdm"": false, ""eos_token_id"": 151645, ""epsilon_high"": 0.2, ""hub_model_id"": null, ""hub_revision"": null, ""hub_strategy"": ""every_save"", ""num_problems"": 3, ""pad_token_id"": 151643, ""problem_type"": null, ""rms_norm_eps"": 1e-06, ""warmup_ratio"": null, ""warmup_steps"": 0, ""weight_decay"": 0, ""architectures"": [""Qwen2ForCausalLM""], ""eval_on_start"": false, ""eval_strategy"": ""no"", ""learning_rate"": 1e-05, ""logging_steps"": 10, ""max_grad_norm"": 1, ""save_strategy"": ""steps"", ""scale_rewards"": ""group"", ""torch_compile"": false, ""wandb_project"": ""ttt-sdpo-thesis"", ""bf16_full_eval"": false, ""fp16_full_eval"": false, ""max_new_tokens"": 512, ""num_iterations"": 1, ""reward_weights"": null, ""sliding_window"": null, ""sync_ref_model"": false, ""disable_dropout"": false, ""ema_update_rate"": 0.05, ""group_by_length"": false, ""hub_always_push"": false, ""num_generations"": 4, ""rope_parameters"": {""rope_type"": ""default"", ""rope_theta"": 1000000}, ""save_only_model"": false, ""shuffle_dataset"": true, ""vllm_group_port"": 51216, ""vllm_model_impl"": ""vllm"", ""full_determinism"": false, ""hub_private_repo"": null, ""ignore_data_skip"": false, ""log_on_each_node"": true, ""logging_strategy"": ""steps"", ""max_reprompt_len"": 10240, ""num_train_epochs"": 3, ""save_total_limit"": null, ""trackio_space_id"": ""trackio"", ""use_liger_kernel"": false, ""vllm_server_host"": ""0.0.0.0"", ""vllm_server_port"": 8000, ""attention_dropout"": 0, ""ddp_bucket_cap_mb"": null, ""distillation_topk"": 20, ""feedback_template"": ""\nThe following is feedback from your unsuccessful earlier attempt:\n\n{feedback_raw}\n\n"", ""generation_kwargs"": {""max_time"": 30, ""max_new_tokens"": 512}, ""greater_is_better"": null, ""initializer_range"": 0.02, ""intermediate_size"": 8960, ""log_level_replica"": ""warning"", ""lr_scheduler_type"": ""linear"", ""max_prompt_length"": 512, ""max_window_layers"": 21, ""model_init_kwargs"": null, ""num_hidden_layers"": 28, ""output_attentions"": false, ""reprompt_template"": ""{prompt}{solution}{feedback}\n\nCorrectly solve the original question.\n"", ""save_on_each_node"": false, ""solution_template"": ""\nCorrect solution:\n\n{successful_previous_attempt}\n\n"", ""accelerator_config"": {""even_batches"": true, ""non_blocking"": false, ""split_batches"": false, ""dispatch_batches"": null, ""use_seedable_sampler"": true, ""gradient_accumulation_kwargs"": null}, ""batch_eval_metrics"": false, ""distillation_alpha"": 1, ""is_encoder_decoder"": false, ""length_column_name"": ""length"", ""logging_first_step"": false, ""parallelism_config"": null, ""repetition_penalty"": 1, ""torch_compile_mode"": null, ""use_sliding_window"": false, ""distillation_weight"": 1, ""include_for_metrics"": [], ""liger_kernel_config"": null, ""lr_scheduler_kwargs"": null, ""neftune_noise_alpha"": null, ""num_attention_heads"": 12, ""num_key_value_heads"": 2, ""skip_memory_metrics"": true, ""teacher_update_rate"": 0.05, ""tie_word_embeddings"": true, ""vllm_server_timeout"": 240, ""auto_find_batch_size"": false, ""cache_implementation"": null, ""chat_template_kwargs"": null, ""dataloader_drop_last"": false, ""distillation_is_clip"": 2, ""model/num_parameters"": 1580643840, ""num_generations_eval"": null, ""optim_target_modules"": null, ""output_hidden_states"": false, ""prediction_loss_only"": false, ""ref_model_sync_steps"": 512, ""steps_per_generation"": 4, ""top_entropy_quantile"": 1, ""transformers_version"": ""5.0.0"", ""vllm_server_base_url"": null, ""dataloader_pin_memory"": true, ""ddp_broadcast_buffers"": null, ""distillation_add_tail"": false, ""enable_jit_checkpoint"": false, ""generation_batch_size"": 4, ""max_completion_length"": 512, ""metric_for_best_model"": null, ""ref_model_mixup_alpha"": 0.6, ""remove_unused_columns"": false, ""sdpo_policy_loss_mode"": ""distillation_only"", ""torch_compile_backend"": null, ""vllm_max_model_length"": null, ""dataloader_num_workers"": 0, ""eval_do_concat_batches"": true, ""eval_use_gather_object"": false, ""gradient_checkpointing"": true, ""label_smoothing_factor"": 0, ""load_best_model_at_end"": false, ""logging_nan_inf_filter"": true, ""resume_from_checkpoint"": null, ""teacher_regularization"": ""ema"", ""vllm_enable_sleep_mode"": false, ""chunk_size_feed_forward"": 0, ""eval_accumulation_steps"": null, ""full_logit_distillation"": true, ""max_position_embeddings"": 32768, ""torch_empty_cache_steps"": null, ""success_reward_threshold"": 1, ""ds3_gather_for_generation"": true, ""importance_sampling_level"": ""token"", ""use_successful_as_teacher"": true, ""vllm_tensor_parallel_size"": 1, ""dataloader_prefetch_factor"": null, ""ddp_find_unused_parameters"": null, ""diagnostics_flat_tolerance"": 1e-08, ""mask_truncated_completions"": false, ""per_device_eval_batch_size"": 8, ""gradient_accumulation_steps"": 4, ""per_device_train_batch_size"": 1, ""vllm_gpu_memory_utilization"": 0.3, ""diagnostics_warning_interval"": 10, ""include_environment_feedback"": false, ""average_tokens_across_devices"": true, ""dataloader_persistent_workers"": false, ""dont_reprompt_on_self_success"": true, ""gradient_checkpointing_kwargs"": null, ""include_num_input_tokens_seen"": ""no"", ""remove_thinking_from_demonstration"": false, ""restore_callback_states_from_checkpoint"": false, ""environment_feedback_only_without_solution"": false}","{""_runtime"": 213, ""_step"": 5, ""_timestamp"": 1780049898.283571, ""_wandb"": {""runtime"": 213}, ""n_ok"": 3, ""problem/final_loss"": 0.049199145287275314, ""problem/max_reward"": 1, ""problem/mean_reward"": 0.375, ""problem/peak_vram_gb"": 7.384517192840576, ""problem/runtime_s"": 64.26798963546753, ""problem/variance"": 0.234375, ""problem_idx"": 2, ""solvable_count"": 2, ""total_flos"": 0, ""train/epoch"": 2, ""train/global_step"": 2, ""train_loss"": 0.049199145287275314, ""train_runtime"": 63.8456, ""train_samples_per_second"": 0.125, ""train_steps_per_second"": 0.031, ""useful_signal_count"": 2}"
feedback-Qwen2.5-1.5B-Instruct-3prob,finished,"{""lora_r"": 32, ""hf_repo"": ""MaiDang2004/ttt-sdpo-qwen15b-poc"", ""no_wandb"": false, ""max_steps"": 2, ""model_name"": ""Qwen/Qwen2.5-1.5B-Instruct"", ""output_dir"": ""outputs/06_feedback_path"", ""push_to_hub"": false, ""num_problems"": 3, ""wandb_project"": ""ttt-sdpo-thesis"", ""max_new_tokens"": 512, ""num_generations"": 4}","{""_runtime"": 28, ""_wandb"": {""runtime"": 28}, ""n_ok"": 0, ""solvable_count"": 0, ""useful_signal_count"": 0}"
feedback-Qwen2.5-1.5B-Instruct-3prob,finished,"{""beta"": 0, ""bf16"": true, ""fp16"": false, ""fsdp"": [], ""seed"": 42, ""tf32"": null, ""debug"": [], ""dtype"": ""bfloat16"", ""min_p"": null, ""optim"": ""adamw_torch_fused"", ""top_k"": 0, ""top_p"": 1, ""lora_r"": 32, ""do_eval"": false, ""epsilon"": 0.2, ""hf_repo"": ""MaiDang2004/ttt-sdpo-qwen15b-poc"", ""project"": ""huggingface"", ""use_cpu"": false, ""do_train"": false, ""id2label"": {""0"": ""LABEL_0"", ""1"": ""LABEL_1""}, ""label2id"": {""LABEL_0"": 0, ""LABEL_1"": 1}, ""no_wandb"": false, ""run_name"": null, ""use_vllm"": false, ""data_seed"": null, ""deepspeed"": null, ""hub_token"": ""<HUB_TOKEN>"", ""log_level"": ""passive"", ""loss_type"": ""dapo"", ""max_steps"": 2, ""report_to"": [""wandb""], ""use_cache"": false, ""vllm_mode"": ""colocate"", ""adam_beta1"": 0.9, ""adam_beta2"": 0.999, ""do_predict"": false, ""eval_delay"": 0, ""eval_steps"": null, ""hidden_act"": ""silu"", ""local_rank"": -1, ""model_name"": ""Qwen/Qwen2.5-1.5B-Instruct"", ""model_type"": ""qwen2"", ""optim_args"": null, ""output_dir"": ""outputs/06_feedback_path/problem_02_abc387_a"", ""save_steps"": 500, ""vocab_size"": 151936, ""ddp_backend"": null, ""ddp_timeout"": 1800, ""fsdp_config"": {""xla"": false, ""xla_fsdp_v2"": false, ""min_num_params"": 0, ""xla_fsdp_grad_ckpt"": false}, ""hidden_size"": 1536, ""label_names"": null, ""layer_types"": [""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention"", ""full_attention""], ""logging_dir"": null, ""peft_config"": {""default"": {""r"": 32, ""bias"": ""none"", ""revision"": null, ""use_dora"": false, ""lora_bias"": false, ""peft_type"": ""LORA"", ""task_type"": ""CAUSAL_LM"", ""eva_config"": null, ""lora_alpha"": 64, ""use_bdlora"": null, ""use_qalora"": false, ""use_rslora"": false, ""arrow_config"": null, ""auto_mapping"": null, ""corda_config"": null, ""lora_dropout"": 0.05, ""peft_version"": ""0.19.1"", ""megatron_core"": ""megatron.core"", ""fan_in_fan_out"": false, ""inference_mode"": false, ""layers_pattern"": null, ""lora_ga_config"": null, ""runtime_config"": {""ephemeral_gpu_offload"": false}, ""target_modules"": [""v_proj"", ""up_proj"", ""k_proj"", ""down_proj"", ""o_proj"", ""gate_proj"", ""q_proj""], ""exclude_modules"": null, ""megatron_config"": null, ""modules_to_save"": null, ""init_lora_weights"": true, ""layer_replication"": null, ""qalora_group_size"": 16, ""target_parameters"": null, ""ensure_weight_tying"": false, ""layers_to_transform"": null, ""alora_invocation_tokens"": null, ""base_model_name_or_path"": ""Qwen/Qwen2.5-1.5B-Instruct"", ""trainable_token_indices"": null}}, ""push_to_hub"": false, ""return_dict"": true, ""temperature"": 1, ""adam_epsilon"": 1e-08, ""bos_token_id"": null, ""disable_tqdm"": false, ""eos_token_id"": 151645, ""epsilon_high"": 0.2, ""hub_model_id"": null, ""hub_revision"": null, ""hub_strategy"": ""every_save"", ""num_problems"": 3, ""pad_token_id"": 151643, ""problem_type"": null, ""rms_norm_eps"": 1e-06, ""warmup_ratio"": null, ""warmup_steps"": 0, ""weight_decay"": 0, ""architectures"": [""Qwen2ForCausalLM""], ""eval_on_start"": false, ""eval_strategy"": ""no"", ""learning_rate"": 1e-05, ""logging_steps"": 10, ""max_grad_norm"": 1, ""save_strategy"": ""steps"", ""scale_rewards"": ""group"", ""torch_compile"": false, ""wandb_project"": ""ttt-sdpo-thesis"", ""bf16_full_eval"": false, ""fp16_full_eval"": false, ""max_new_tokens"": 512, ""num_iterations"": 1, ""reward_weights"": null, ""sliding_window"": null, ""sync_ref_model"": false, ""disable_dropout"": false, ""ema_update_rate"": 0.05, ""group_by_length"": false, ""hub_always_push"": false, ""num_generations"": 4, ""rope_parameters"": {""rope_type"": ""default"", ""rope_theta"": 1000000}, ""save_only_model"": false, ""shuffle_dataset"": true, ""vllm_group_port"": 51216, ""vllm_model_impl"": ""vllm"", ""full_determinism"": false, ""hub_private_repo"": null, ""ignore_data_skip"": false, ""log_on_each_node"": true, ""logging_strategy"": ""steps"", ""max_reprompt_len"": 10240, ""num_train_epochs"": 3, ""save_total_limit"": null, ""trackio_space_id"": ""trackio"", ""use_liger_kernel"": false, ""vllm_server_host"": ""0.0.0.0"", ""vllm_server_port"": 8000, ""attention_dropout"": 0, ""ddp_bucket_cap_mb"": null, ""distillation_topk"": 20, ""feedback_template"": ""\nThe following is feedback from your unsuccessful earlier attempt:\n\n{feedback_raw}\n\n"", ""generation_kwargs"": {""max_time"": 30, ""max_new_tokens"": 512}, ""greater_is_better"": null, ""initializer_range"": 0.02, ""intermediate_size"": 8960, ""log_level_replica"": ""warning"", ""lr_scheduler_type"": ""linear"", ""max_prompt_length"": 512, ""max_window_layers"": 21, ""model_init_kwargs"": null, ""num_hidden_layers"": 28, ""output_attentions"": false, ""reprompt_template"": ""{prompt}{solution}{feedback}\n\nCorrectly solve the original question.\n"", ""save_on_each_node"": false, ""solution_template"": ""\nCorrect solution:\n\n{successful_previous_attempt}\n\n"", ""accelerator_config"": {""even_batches"": true, ""non_blocking"": false, ""split_batches"": false, ""dispatch_batches"": null, ""use_seedable_sampler"": true, ""gradient_accumulation_kwargs"": null}, ""batch_eval_metrics"": false, ""distillation_alpha"": 1, ""is_encoder_decoder"": false, ""length_column_name"": ""length"", ""logging_first_step"": false, ""parallelism_config"": null, ""repetition_penalty"": 1, ""torch_compile_mode"": null, ""use_sliding_window"": false, ""distillation_weight"": 1, ""include_for_metrics"": [], ""liger_kernel_config"": null, ""lr_scheduler_kwargs"": null, ""neftune_noise_alpha"": null, ""num_attention_heads"": 12, ""num_key_value_heads"": 2, ""skip_memory_metrics"": true, ""teacher_update_rate"": 0.05, ""tie_word_embeddings"": true, ""vllm_server_timeout"": 240, ""auto_find_batch_size"": false, ""cache_implementation"": null, ""chat_template_kwargs"": null, ""dataloader_drop_last"": false, ""distillation_is_clip"": 2, ""model/num_parameters"": 1580643840, ""num_generations_eval"": null, ""optim_target_modules"": null, ""output_hidden_states"": false, ""prediction_loss_only"": false, ""ref_model_sync_steps"": 512, ""steps_per_generation"": 4, ""top_entropy_quantile"": 1, ""transformers_version"": ""5.0.0"", ""vllm_server_base_url"": null, ""dataloader_pin_memory"": true, ""ddp_broadcast_buffers"": null, ""distillation_add_tail"": false, ""enable_jit_checkpoint"": false, ""generation_batch_size"": 4, ""max_completion_length"": 512, ""metric_for_best_model"": null, ""ref_model_mixup_alpha"": 0.6, ""remove_unused_columns"": false, ""sdpo_policy_loss_mode"": ""distillation_only"", ""torch_compile_backend"": null, ""vllm_max_model_length"": null, ""dataloader_num_workers"": 0, ""eval_do_concat_batches"": true, ""eval_use_gather_object"": false, ""gradient_checkpointing"": true, ""label_smoothing_factor"": 0, ""load_best_model_at_end"": false, ""logging_nan_inf_filter"": true, ""resume_from_checkpoint"": null, ""teacher_regularization"": ""ema"", ""vllm_enable_sleep_mode"": false, ""chunk_size_feed_forward"": 0, ""eval_accumulation_steps"": null, ""full_logit_distillation"": true, ""max_position_embeddings"": 32768, ""torch_empty_cache_steps"": null, ""success_reward_threshold"": 1, ""ds3_gather_for_generation"": true, ""importance_sampling_level"": ""token"", ""use_successful_as_teacher"": true, ""vllm_tensor_parallel_size"": 1, ""dataloader_prefetch_factor"": null, ""ddp_find_unused_parameters"": null, ""diagnostics_flat_tolerance"": 1e-08, ""mask_truncated_completions"": false, ""per_device_eval_batch_size"": 8, ""gradient_accumulation_steps"": 4, ""per_device_train_batch_size"": 1, ""vllm_gpu_memory_utilization"": 0.3, ""diagnostics_warning_interval"": 10, ""include_environment_feedback"": true, ""average_tokens_across_devices"": true, ""dataloader_persistent_workers"": false, ""dont_reprompt_on_self_success"": true, ""gradient_checkpointing_kwargs"": null, ""include_num_input_tokens_seen"": ""no"", ""remove_thinking_from_demonstration"": false, ""restore_callback_states_from_checkpoint"": false, ""environment_feedback_only_without_solution"": true}","{""_runtime"": 237, ""_step"": 5, ""_timestamp"": 1780057965.242625, ""_wandb"": {""runtime"": 237}, ""n_ok"": 3, ""problem/final_loss"": 0.10489823669195177, ""problem/max_reward"": 1, ""problem/mean_reward"": 0.75, ""problem/peak_vram_gb"": 7.625370979309082, ""problem/runtime_s"": 74.16541075706482, ""problem/variance"": 0.1875, ""problem_idx"": 2, ""solvable_count"": 2, ""total_flos"": 0, ""train/epoch"": 2, ""train/global_step"": 2, ""train_loss"": 0.10489823669195177, ""train_runtime"": 73.7242, ""train_samples_per_second"": 0.109, ""train_steps_per_second"": 0.027, ""useful_signal_count"": 2}"
