run,arm,problem_index,seed,_step,curve/batch_max_reward,curve/batch_mean_reward,train/self_distillation/rewards/reward_fn,curve/mean_reward,train/self_distillation/reward_mean,train/self_distillation/group_reward_std_mean,train/self_distillation/reward_min,train/self_distillation/reward_max,train/self_distillation/reward_std,curve/max_reward
discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,SF,39,1,12.0,,,,0.08750000000000001,,,,,,0.2
discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,SF,39,1,13.0,,,,0.21875,,,,,,0.6
discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,SF,39,1,14.0,,,,0.11875,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,SF,39,1,15.0,,,,0.14375,,,,,,0.3
discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,SF,39,1,16.0,,,0.17375000417232514,,0.17375000417232514,0.1977193385362625,0.05000000074505806,0.4550000071525574,0.1977193385362625,
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,0.0,,,,0.33125,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,1.0,,,,0.11875,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,2.0,,,,0.175,,,,,,0.3
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,3.0,,,,0.11249999999999999,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,4.0,,,,0.35625,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,5.0,,,,0.175,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,6.0,,,,0.08125,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,7.0,,,,0.05,,,,,,0.05
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,8.0,,,,0.08125,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,9.0,,,,0.16875,,,,,,0.225
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,10.0,,,0.16499999575316907,,0.16499999575316907,0.1297049518674612,0.07000000067055226,0.3449999991804361,0.1297049518674612,
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,11.0,,,,0.15,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,12.0,,,,0.125,,,,,,0.325
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,13.0,,,,0.2125,,,,,,0.3
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,14.0,,,,0.15625,,,,,,0.225
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,15.0,,,,0.30625,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,SF,39,1,16.0,,,0.1900000035762787,,0.1900000035762787,0.15726725310087203,0.07000000029802322,0.40499999821186067,0.15726725310087203,
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,0.0,,,,0.33125,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,1.0,,,,0.175,,,,,,0.3
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,2.0,,,,0.08125,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,3.0,,,,0.29375,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,4.0,,,,0.125,,,,,,0.3
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,5.0,,,,0.55625,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,6.0,,,,0.08750000000000001,,,,,,0.2
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,7.0,,,,0.05,,,,,,0.05
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,8.0,,,,0.275,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,9.0,,,,0.08125,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,10.0,,,0.20562499575316906,,0.20562499575316906,0.23396906927227973,0.04500000067055225,0.5200000021606683,0.23396906927227973,
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,11.0,,,,0.2875,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,12.0,,,,0.225,,,,,,0.6
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,13.0,,,,0.06875,,,,,,0.125
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,14.0,,,,0.30625,,,,,,1.0
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,15.0,,,,0.08125,,,,,,0.175
discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,SF,39,1,16.0,,,0.19374999552965164,,0.19374999552965164,0.25973138883709906,0.05000000074505806,0.5800000041723251,0.25973138883709906,
